Neil Hunton,14769743,3.98
Tyrone Petrey,14859462,48.5
Jamie Tricarico,14986413,58.97
Jessie Reta,14773251,44.88
Roslyn Monsivais,14307817,8.05
Guy Pressler,14285036,12.31
Darren Suchan,14553056,81.24
Noemi Widrick,14776109,83.57
Melisa Stilts,14377698,90.4
Javier Oldenkamp,14581696,77.2
Liza Mcquillan,14043792,49.1
Christian Mottola,14295590,40.95
Earlene Pilson,14200072,38.3
Mathew Esperanza,14117118,85.3
Julio Watley,14429201,23.58
Melisa Mccoin,14399064,74.96
Rae Lesh,14419973,47.42
Julio Naccarato,14769762,50.9
Tania Silvernail,14039577,79.56
Julio Dunkel,14893662,92.15
Avis Dejong,14869362,2.35
Nelson Coltrane,14211532,92.61
Edwina Hohn,14667170,51.94
Alejandra Cumberland,14490941,6.12
Kelly Hilchey,14746257,9.27
Allyson Stecker,14199867,85.35
Hugh Hardegree,14106958,47.94
Mathew Uresti,14642035,78.96
Zelma Vallier,14637741,3.95
Neil Nemetz,14467195,52.05
Lonnie Scheffel,14530834,73.64
Kurt Roehl,14528836,85.83
Darren Cotta,14912721,9.49
Darryl Vallarta,14048608,93.51
Noemi Vancamp,14587916,94.43
Clinton Escalona,14133057,46.18
Clayton Rieder,14966211,64.69
Jessie Treiber,14372861,34.59
Kenya Lauria,14076899,65.23
Darryl Allsop,14436896,16.15
Harriett Loveall,14969848,64.99
Lilia Rojero,14088223,97.43
Tyrone Ottman,14650608,52.2
Liza Pippen,14829180,62.89
Nelson Weyer,14588178,88.28
Fernando Cedano,14705748,54.95
Sofia Mcinturff,14364017,60.81
Kurt Gettings,14225121,79.84
Selena Toone,14123137,71.86
Erik Imel,14535489,84.96
Javier Weatherwax,14248926,84.25
Jessie Hanshaw,14909539,14.3
Jamie Pucci,14789191,64.93
Kurt Kauppi,14859785,74.18
Lorrie Mungo,14157132,72.2
Jamie Hahne,14409312,40.19
Darren Blau,14065601,75.78
Noreen Durfey,14477980,78.92
Mathew Lizarraga,14455335,58.72
Jessie Shirkey,14061072,48.48
Harriett Dumond,14997565,27.57
Tyrone Wickstrom,14293589,80.78
Lance Newhard,14545571,60.86
Harriett Mcnaughton,14264031,17.3
Jessie Efaw,14262879,34.19
Roslyn Forshey,14948406,33.79
Erik Calvi,14502156,23.26
Guy Fear,14884592,39.92
Gay Raisor,14793958,21.14
Lakisha Izquierdo,14670795,15.64
Milagros Harbuck,14088404,54.11
Margery Beadle,14424588,77.95
Tia Chatterton,14093440,49.81
Mathew Adkison,14888086,55.87
Pearlie Granata,14099596,59.62
Lenore Rufener,14345859,2.94
Tyrone Mondor,14897369,3.83
Julio Netherton,14272045,9.78
Tameka Slusser,14969647,60.91
Jerri Meares,14116558,94.39
Neil Sudler,14923216,66.88
Clinton Badilla,14113585,85.49
Tia Ramthun,14731663,41.91
Jessie Armand,14872952,78.12
Guy Molino,14474735,15.75
Jamie Caryl,14584279,36.47
Julio Kerbs,14418036,4.57
Clayton Yaeger,14742551,32.65
Roxie Broady,14803363,14.78
Guy Gonsoulin,14037990,85.49
Karina Facemire,14308866,77.36
Alana Wallander,14583940,55.7
Kelly Satter,14090154,98.72
Tyrone Awong,14618316,62.77
Elnora Coppedge,14693099,92.94
Maricela Godard,14138567,80.56
Clinton Sluder,14080414,12.63
Eve Stice,14954445,54.78
Alana Glade,14819978,0.25
Roslyn Philipp,14218643,64.44
Lonnie Dedrick,14506466,39.65
Hugh Newbrough,14216409,16.91
Lonnie Neveu,14560887,75.16
Carlene Buechner,14684099,48.29
Julianne Cressman,14752444,48.35
Alejandra Tweedie,14959563,93.14
Max Kirkendall,14081176,55.49
Neil Rosenbeck,14445207,70.92
Drew Leibee,14592217,47.03
Suzanna Koepnick,14377722,8.7
Verla Pali,14818436,80.15
Sabina Corsaut,14066961,68.09
Theda Hierro,14833718,65.3
Dewey Vashaw,14154332,96.18
Gustavo Theall,14909396,50.63
Vikki Vailes,14387873,20.4
Sabina Mcmikle,14516524,45.49
Wilfred Pervis,14994573,6.43
Ellis Stgermaine,14912381,55.04
Dewey Kaltenbach,14707940,98.22
Tena Glassford,14893291,52.8
Gustavo Lumb,14219241,31.28
Ervin Gleich,14377561,2.03
Belen Sheerin,14239748,77.53
Floy Fruits,14780081,30.91
Tena Schwimmer,14387180,14.37
Tyra Rhew,14710239,0.83
Marlyn Michalowski,14464108,52.88
Lionel Omarah,14217911,91.38
Roma Roskelley,14317605,72.8
Kristopher Goerlitz,14408045,10.17
Al Bracamontes,14624139,70.2
Kyla Hillin,14877581,94.81
Roma Peifer,14929949,25.03
Hugo Cocker,14237623,19.69
Laurence Raymundo,14904308,45.79
Ellis Massari,14416688,26.13
Gilberto Branscom,14506749,76.79
Dewey Swickard,14991121,20.16
Josh Lofties,14007049,38.98
Gustavo Sysak,14441115,94.47
Nereida Viscardi,14399350,20.89
Sharonda Remsberg,14224817,30.15
Dorcas Lachner,14137596,14.95
Hugo Vogelgesang,14545403,94.01
Clint Tsuchiya,14615410,9.79
Hugo Schrenk,14152316,36.68
Belen Floor,14106896,92.82
Wilfred Mourning,14041478,11.78
Mariam Flight,14568398,74.88
Shantel Vagott,14450579,8.38
Ariana Mongelli,14345275,43.58
Dewey Gaulding,14154975,46.33
Shantel Zevallos,14223849,25.45
Jesica Cammon,14633641,48.75
Stephany Billiott,14204365,52.86
Asia Gucman,14275247,90.7
Al Suggitt,14416793,79.38
Josh Morganfield,14535348,98.95
Raven Dalgleish,14861582,81.53
Dorcas Abbitt,14811228,51.04
Twyla Knoerzer,14277346,76.69
Orville Gillaspie,14030706,67.85
Drew Rockefeller,14773802,0.85
Asia Gotchy,14721754,5.82
Debrah Venancio,14552521,10.3
Polly Riser,14515626,55.25
Herman Loman,14172527,59.55
Pedro Weinberger,14602739,85.17
Jolene Kear,14714683,40.11
Cherie Burkes,14116688,17.26
Lester Stackpole,14202033,67.35
Herman Latch,14380776,42.33
Lester Welles,14811308,98.98
Christa Monsour,14063076,56.51
Clyde Vosburgh,14678946,35.72
Maurice Carlsen,14136884,25
Gabriela Keaney,14548033,30.45
Brent Marciano,14444576,98.36
Elise Fey,14394701,93.43
Rick Brathwaite,14565066,81.65
Zachary Shick,14725785,24.14
Dean Buchanon,14149881,37.29
Dan Varano,14194449,90.95
Herman Appling,14898804,91.05
Cecile Lafontaine,14366605,47.53
Kelsey Levey,14638124,83.4
Daphne Renz,14227656,63.41
Debora Bolles,14024842,36.65
Brent Bovee,14180394,69.96
Ingrid Mutter,14860064,44.02
Shane Rickel,14899795,55.12
Vernon Moultrie,14099858,64.37
Elva Mustafa,14919182,45.52
Tim Gulino,14502335,5.83
Brent Tallent,14642077,69.95
Greg Mckillop,14048094,9.33
Zachary Meng,14546267,97.35
Dena Staff,14098002,59.95
Clyde Baran,14690502,15.37
Brent Phillippe,14629183,86.65
Glenna Meaney,14421145,19.47
Maribel Earnest,14272291,23.09
Corey Sloat,14377204,42.28
Dean Cambridge,14733820,0.36
Zachary Carruthers,14059651,88.58
Jillian Mcdougle,14039634,58.05
Shane Flury,14461448,44.54
Elva Kugler,14092658,26.97
Dan Cola,14206500,12.61
Caitlin Mcnaught,14248815,89.8
Alta Sharber,14821219,17.74
Wesley Newquist,14398315,12.05
Pedro Augustin,14063806,17.43
Dustin Gadsden,14848469,8.07
Dustin Riehl,14026586,65.24
Wesley Harm,14313105,17.82
Candy Henn,14212730,63.66
Roberto Routon,14437492,39.16
Dena Standard,14822795,5.2
Paige Lovitt,14885345,31.95
Cherie Mcguckin,14180102,11.68
Wesley Farrel,14989807,81.99
Gordon Bross,14109509,64.07
Jocelyn Gettinger,14699865,67.15
Herman Bussard,14582078,30.16
Gordon Vidrio,14796624,53.3
Dina Sack,14851478,97.21
Rick Monday,14577558,73.81
Consuelo Tworek,14406329,11.16
Polly Grow,14769279,87.75
Dena Mccarroll,14297873,31.3
Dan Olmeda,14625658,95.94
Carolina Hamid,14802197,24.62
Greg Mcfarren,14586803,31.26
Paige Hermansen,14201851,37.81
Herman Malinowski,14586704,49.75
Alta Oxford,14233958,66.84
Pedro Dash,14908057,56.22
Dan Ulm,14240927,8.36
Jolene Hodgdon,14359435,15.76
Latonya Norby,14224117,94.58
Ingrid Devaul,14267461,26.28
Jocelyn Lynde,14944450,62.51
Ester Janis,14656338,32.56
Corinne Kocsis,14107623,1.38
Susana Letcher,14173006,25.94
Maurice Briant,14302008,77.33
Esperanza Basnett,14227560,8.71
Tim Daggett,14081407,51.65
Vernon Sermons,14712430,50.19
Maurice Rowden,14983445,49.74
Lester Kealey,14624232,29.33
Ricardo Penna,14789083,79.87
Zachary Falgoust,14799851,88.25
Candy Mcvicker,14551461,28.06
Ricardo Maselli,14109497,31.16
Keisha Ragusa,14582082,74.24
Therese Ellerbe,14842451,45.67
Tamika Laber,14923061,74.75
Eugenia Cayton,14593403,51.98
Ursula Rasnake,14018865,52.75
Petra Santoyo,14485601,50.16
Glen Zertuche,14297164,63.44
Corey Devane,14659003,81.31
Brent Curtsinger,14280317,33.94
Christa Pflug,14199990,49.85
Trudy Shadrick,14314995,19.73
Hector Jerman,14777068,74.6
Shane Kreiner,14795157,38.43
Dean Bergey,14448139,51.02
Jorge Madry,14383303,63.97
Lester Maya,14631930,98.22
Derrick Kittleson,14391407,13.72
Hector Kravitz,14217546,60.24
Pedro Sebring,14730979,46.68
Maurice Bushard,14158742,77.29
Derrick Luper,14219405,76.02
Bette Zeman,14991630,75.99
Christa Arvizo,14011912,32.96
Dean Harvill,14197867,20.25
Shanna Elsea,14462158,64.51
Maurice Stilwell,14060382,39.86
Dorothea Ruckman,14226829,40.33
Caitlin Pannone,14899869,79.13
Ricardo Cruzado,14825406,82.79
Dan Lain,14527168,72.16
Herman Harnish,14531176,84.28
Dan Peranio,14887107,46.91
Roberto Munroe,14493985,6.45
Hector Horning,14636236,39.59
Zachary Warne,14688293,49.12
Vernon Mitton,14934952,5.39
Dean Scioneaux,14375361,46.84
Ricardo Hixon,14627662,39.97
Susanne Deppe,14484440,86.56
Hector Burdge,14894628,95.75
Rick Sons,14354742,16.7
Maurice Bradham,14128489,40.3
Shane Dare,14102322,59.41
Keisha Chancy,14118572,44.19
Jorge Ventimiglia,14703105,89.75
Therese Lingerfelt,14406607,21.67
Dean Skoog,14502408,84.27
Zachary Maloof,14362183,75.15
Lester Gallivan,14210277,32.58
Fred Dulaney,14337435,37.92
Allison Mapes,14157229,31.68
Eugene Molina,14360723,15.71
Edward Steed,14869568,80.09
Matthew Will,14241928,7.09
Rachel Fernandez,14190923,16.75
Douglas Pitts,14267174,72.81
Amanda Chang,14125504,49.42
Rodney Quinonez,14789031,95.18
Billy Gooch,14287724,43
Steven Glasgow,14948479,77.51
Judy Lucia,14222535,18.39
Candace Hogue,14727988,90.98
Lola Peden,14779445,87.62
Dianne Layman,14137643,93.88
Andrew Olszewski,14005400,44.74
Christy Acevedo,14248582,54.25
Norman Grimaldo,14536350,86.08
Violet Saez,14707071,81.72
Anthony Atwood,14354667,79.92
Madeline Creek,14391495,22.51
Kelli Schulze,14087951,91.61
Joe Gilliard,14973143,32.37
Ruby Danner,14444928,87.23
Lawrence Halpern,14848695,65.38
Ralph Parks,14243631,34.39
Brian Chavarria,14914499,6.63
Gerald Brandenburg,14504093,70.42
Marjorie Anson,14910613,91.99
Chad Maclean,14344880,0.45
Natasha Lammers,14278509,28.91
Craig Baker,14443669,85.38
Candice Brower,14481820,59.96
Travis Dennard,14168910,67.14
Richard Emery,14078113,19.73
Ernest Lebel,14361406,55.35
Sherri Kinser,14582021,0.12
Janie Koch,14240534,1.64
Bobby Ericson,14494407,42
Thomas Deaton,14786258,35.28
Keith Hyder,14049958,37.1
Eleanor Wiley,14845291,90.02
Erika Cortes,14810230,77.02
Thomas Holifield,14475697,53.24
Bruce Pegram,14034654,34.52
Randy Durant,14551865,68.23
Nicholas Jamison,14074722,16.94
Johnny Turnbull,14060013,46.99
Travis Llamas,14597932,87.74
Glenn Mapp,14498819,60.28
Ethel Glidden,14113193,16.17
Alan Harness,14882719,54.66
Lucy Halsey,14396734,60.81
Ryan Giglio,14535945,62.58
Gregory Durant,14729104,7.26
Ramona Pence,14744683,7.25
Loretta Moriarty,14746638,5.45
Roger Birdwell,14942311,85.73
Jane Romero,14646408,30.55
Ruby Saito,14585738,39.13
Larry Youmans,14744859,32.6
Danny Carden,14471675,11.66
Samuel Estrella,14527700,78.47
Roy Duggan,14753971,46.57
Yvette Chenault,14958149,16.9
Bruce Heard,14196646,99.71
Jenny Beer,14467492,98.85
Yvette Vandenberg,14449824,0.53
Danny Corrigan,14931162,91.35
Clarence Lamar,14156952,51.14
Marilyn Mickens,14635931,96.67
Sherry Provost,14692491,91.52
Manuel Weil,14167007,2.57
Lula Deberry,14383780,86.5
Marvin Gober,14316448,16.45
Olga Cimino,14045941,72.66
Robert Swink,14399183,32.31
Juana Angus,14588716,31.54
Johnny Holmberg,14991632,77.48
Christine King,14032396,97.8
Terri Violette,14376476,23.31
Manuel Chamberlain,14578104,75.69
Marie Vanderpool,14771596,49.8
Gerald Whitesell,14060082,78.99
Wilma Goforth,14275781,68.74
Helen Shupe,14654149,99.53
Jennifer Hoffmann,14605971,78.99
Arlene Bergmann,14453977,93.86
Russell Ashmore,14716476,53.35
Ryan Bennet,14723542,62.7
Gary Dehart,14119117,52.96
Tony Barron,14055917,74.5
Janice Whittier,14370615,21.6
Justin Curry,14017479,24.98
Nathan Blanco,14869316,76.61
Tara Nissen,14766805,28.87
Keith Nix,14002953,9.58
Eugene Abraham,14211937,56.81
Verna Crone,14643495,16.18
Albert Reynolds,14977157,64.86
Amy Stocks,14869505,6.74
Mike Witham,14620687,91.33
Roberta Osborne,14978533,82.02
Albert Roseberry,14385025,41.33
Wendy Murray,14537952,8.5
Jack Merkle,14433812,32.41
Dennis Studer,14683106,63.38
Brittany Grande,14999390,80.37
Charlotte Catlin,14220889,51.31
Marjorie Marek,14558845,45.68
Lawrence Cherry,14627659,73.13
Walter Roussel,14452961,66.64
Claire Donnelly,14738685,51.12
Sonia Turgeon,14840252,83.81
Benjamin Prado,14330014,8.38
Lois Brant,14279948,48.19
Kristin Grantham,14584098,54.87
Teresa Sweet,14642398,76.68
Antonio Crump,14204794,52.06
Martin Lavery,14491928,4.41
Janie Hernandes,14437002,9.6
Glenn Straight,14005699,56.59
Kimberly Harrison,14178161,43.52
Ryan Novotny,14933911,11.8
Bryan Stanton,14149467,38.69
Geraldine Vargas,14131167,61.26
Justin Falls,14401795,75.21
Eunice Cooney,14238633,69.73
Patrick Snow,14828100,93.1
Patsy Finlay,14981326,7.59
Gregory Schwab,14816625,75.55
Lillie Dunton,14281526,72.98
Philip Beckham,14077536,9.53
Jesse Salvador,14696348,91.73
Clarence Brunelle,14047445,38
Theresa Townsley,14170551,31.88
Albert Lockett,14197484,4.24
Samuel Ha,14703927,8.86
Alan Nino,14478542,67.69
Hannah Spiegel,14970684,26.93
Vickie Dorsett,14296508,98.13
Claire Britton,14211466,37.87
Brandon Saari,14015550,89.26
Alma Simoneaux,14930442,30.14
Stephen Delrosario,14077770,21.69
Inez Yee,14988323,44.77
George Blow,14535933,77.11
Madeline Shreve,14605402,53.45
Ruth Gumm,14864811,44.07
Velma Burnett,14523960,83.22
Cathy Batty,14026926,43.18
Eileen Schubert,14651596,51.27
Juan Pink,14531794,81.58
Wendy Seda,14960672,4.9
Vincent Beckett,14966860,56.23
Sonia Kitts,14745222,98.9
Tony Brenneman,14038655,7.61
Emma Calkins,14846876,39.67
Kimberly Aucoin,14377511,49.23
Nicholas Arrowood,14746256,50.44
Allen Spinner,14189332,39.11
Stanley Lau,14637666,2.24
Edward Kozak,14731377,76.36
Danielle Gorham,14064689,8.7
Frank Vandyke,14518434,4.28
Tamara Lafountain,14748270,78.28
Jeffery Nyberg,14971734,12.62
Jason Dull,14606166,94.85
Dolores Kocher,14364390,95.45
Eugene Manis,14889925,28.95
Jeff Everson,14161717,26.76
Erika Pike,14432350,95.77
Amy Boren,14317252,16.05
Scott Beckwith,14945050,33.34
Henry Mckenna,14547267,87.8
Adam Ybarra,14918950,48.66
Joe Weitzel,14215036,87.99
Edward Jeffries,14082904,87.14
Lynne Monson,14410044,50.8
Jeffery Lomax,14256229,63.61
Amelia Mckeever,14633414,64.02
Benjamin Maya,14971207,72.28
Jeff Vanbuskirk,14434410,58.8
Jie Ching,14553795,78.79
Michele Valliere,14030769,93.09
Teresa Samaniego,14393782,10.28
Darlene Milne,14544285,42.54
Mattie Nowell,14632193,5.36
Patrick Mckenzie,14980312,60.22
Delores Samaniego,14851136,72.02
Joseph Woodbury,14218708,43.58
Dennis Housley,14139482,85.77
Howard Shinn,14065756,76.4
Charlene Pennington,14999121,0.72
Ruby Trinidad,14579413,43.84
Jimmy Merkel,14626802,23
Eugene Singh,14038174,10.9
Scott Prescott,14122116,77.79
Sabrina Wendel,14508146,98.94
Douglas Kemper,14709423,49.14
Shawn Rodriquez,14451324,91.1
Dianne Marin,14661273,3.2
Debbie Sapp,14573169,90.85
Sean Scarberry,14306002,38.56
Juan Roundy,14454813,43.91
Charlene Luck,14933681,56.27
Russell Espino,14891521,12.82
Joseph Scribner,14841170,36.94
Marsha Bump,14345414,18.01
Stella Lampe,14518831,41.8
Raymond Jeter,14648551,28.97
Joy Cloud,14630768,80.26
Annie Markel,14981263,22.07
Dale Charlton,14196351,76.69
Henry Wacker,14572221,25.85
Chad Burbank,14995919,52.41
Louise Frechette,14126956,39.62
Marguerite Mccabe,14051019,79.42
Thomas Getz,14264585,53.45
Aaron Dalessio,14696003,82.87
Jeanette Herbst,14654764,11.33
Harry Norfleet,14644098,54.09
Bonnie Koski,14898090,29.15
Leonard Urbina,14352799,36.36
Mark Tate,14047219,75.7
Walter Chapa,14947407,66.64
Paul Gowen,14698439,46.06
Steve Ellingson,14577254,26.45
Louise Wendt,14418039,21.71
Olivia Fall,14767961,80.63
Anne Randell,14359431,8.01
Paul Leister,14178399,80.41
Willie Nowak,14264001,59.91
Joyce Etter,14965881,65.6
Douglas Dabney,14132429,46.97
Frank Gagnon,14797954,60.73
Dale Ormsby,14915427,71.82
Jimmy Munoz,14617850,75.56
Jennie Fikes,14118889,71.61
Becky Thies,14817088,54.05
Bonnie Scoggins,14833553,99.24
Ernest Snow,14531100,11.97
Dale Oxendine,14144714,20.77
Anthony Farley,14444280,44.14
Justin Wood,14488567,94.44
Judith Lemay,14430277,4.72
Nathan Pound,14962195,13.77
Jimmy Pritchard,14927534,42.8
Misty Arzola,14519509,89.6
Joanna Brumley,14313109,38.59
Loretta Kahle,14259389,14.52
Leonard Willett,14667275,37.65
Joe Travis,14514592,24.42
Bobby Zito,14021982,46.95
Sean Schubert,14092899,13.35
Justin Skelton,14570435,83.82
Cora Thorson,14454546,88.18
Lynda Blum,14307254,75.07
Jerry Herring,14752071,32.61
Vincent Roark,14304318,74.95
Debbie Yates,14918886,22.51
Paul Goodman,14588320,83.86
Steve Hix,14106491,60.68
Lillian Crampton,14055233,95.49
Geneva Jefferies,14650276,5.25
Jeff Mcalpine,14568132,99.64
Tiffany Sain,14832656,71.89
Lucy Crosby,14721825,62.54
Gary Weddle,14250911,8.26
Tony Eastman,14412764,56.81
Todd Huss,14968573,89.23
Brandi Mcauliffe,14564875,82.79
Claudia Keane,14845048,14.46
Eugene Satterwhite,14426204,15.25
Louise Bellamy,14960191,36.25
Johnny Segovia,14251527,33.61
Amanda Lieb,14460403,26.39
Rosie Burchette,14825622,4.6
Louis Ohare,14649040,2.09
Megan Hargrave,14428403,72.8
Nicholas Whitford,14557845,37.55
Shelia Roberts,14804984,54.1
Joe Haire,14954894,96.74
Andrew Pinder,14223063,71.17
Eric Lander,14917748,20.63
Leonard Adkins,14416847,30.32
Violet Eden,14062796,75.16
Jonathan Haupt,14932068,63.54
Carlos Arrowood,14049616,6.77
Vanessa Frazee,14491694,77.13
Thomas Hardeman,14137234,42.29
Lydia Riddle,14990658,96.96
Wanda Nester,14458609,36.55
Jeffery Dreher,14207262,30.03
Kristen Parenteau,14728005,95.19
Ruby Johansen,14952168,73.04
Danielle Otto,14456385,55.17
Amelia Meacham,14367573,33.31
Sonia Pippin,14145162,34.04
Bertha Sides,14848221,41.5
Eunice Barr,14586349,2.29
Laurie Coons,14744751,76.9
Michele Mcphee,14408343,72.59
Laura Flanigan,14550452,7.66
Elizabeth Colon,14198583,0.24
Janice Tong,14492857,21.39
Norman Saldivar,14564777,71.48
Hilda Duck,14883576,7.82
Krista Janssen,14809966,27.49
Danny Ragan,14892111,48.69
Lorraine Ake,14630709,0.45
Nicholas Applegate,14408746,35.6
Jason Roebuck,14504084,61.74
Tony Garretson,14822159,75.9
Chris Reiner,14632246,6.68
Charles Shelby,14503296,87.46
Debbie Zorn,14085122,82.79
Andrew Colunga,14190518,31.61
Jeffrey Pulliam,14288969,23.4
Timothy Delvalle,14171371,90.11
Victor Pifer,14245206,16.73
Craig Dash,14375405,72.66
Ronald Urrutia,14059983,9.34
Marie Froehlich,14303324,71.54
Vincent Howe,14152653,64.21
Gerald Cousin,14420950,70.95
Timothy Deguzman,14361125,10.39
Dale Valenzuela,14822438,48.53
Harry Numbers,14370275,67.78
Karla Deaton,14679409,88.78
Constance Berg,14686787,9.65
Delores Mccloud,14150699,88.7
Walter Kizer,14230410,30.99
Howard Demello,14071561,82.87
Michele Caudill,14011738,45.75
Daniel Binkley,14486287,64.18
Thomas Rawlins,14039873,86.14
Susie Grams,14801203,47.74
Dolores Rutledge,14827750,31.63
Dennis Carnahan,14548913,85.11
Anthony Demarco,14085617,73.72
Myrtle Vanover,14053632,8.08
