Dianne Rusk,14021842,86.52
Taylor Lutrick,14021856,93.06
Dorothy Pollack,14021862,11.83
Bobby Zito,14021982,46.95
Lisa Northrop,14021983,95.48
Phyllis Campos,14022004,20.2
Roy Gwinn,14022175,20.53
Alleen Hartse,14022224,40.84
Lorrie Gheen,14022232,6.76
Charisse Ceglinski,14022647,0.79
Jennie Peyton,14022695,5.68
William Durst,14023473,61.63
Latonya Voorhies,14023625,61.44
Brandon Patrick,14023659,63.98
Son Lanting,14023800,20.54
Tara Fuqua,14023804,40.66
Helena Tung,14023813,49.63
Jeff Coley,14023830,43.14
Rob Josue,14024073,72.08
Richard Kelley,14024276,72.76
Antoinette Candelario,14024330,73.27
Barbara Lough,14024410,60.23
Melinda Dill,14024512,53.44
Nellie Lyle,14024573,12.46
Margery Zayac,14024652,91.96
Debora Bolles,14024842,36.65
Antoinette Glidden,14024921,87.99
Frank Talavera,14024932,26.05
Eva Furman,14024934,97.08
Dustin Fontanez,14024941,42.65
Nannie Mehl,14024951,39.54
Willie Hull,14025073,53.78
Tammy Spell,14025287,26.0
Vera Gatewood,14025400,31.92
Arletha Keawe,14025427,82.67
Alesia Odome,14026078,89.4
Marlene Eagan,14026187,50.7
Dustin Riehl,14026586,65.24
Cathy Batty,14026926,43.18
Andrew Corliss,14026933,55.02
Sheri Burdett,14027147,43.61
Rob Rhame,14027399,68.44
Polly Fessler,14027626,93.29
Norman Chenoweth,14027640,47.2
Gary Champlin,14027695,84.15
Sarah Putnam,14028390,66.24
Albert Mckenna,14028563,7.96
Keith Hurt,14028766,51.87
William Schofield,14028938,85.79
Jeffery Heine,14029010,30.91
Florence Burbank,14029496,83.79
Blaine Othon,14029983,61.6
Peter Eberly,14030255,87.53
Pauline Tower,14030573,27.44
Craig Larose,14030623,1.56
Sylvia Shane,14030681,49.61
Orville Gillaspie,14030706,67.85
Michele Valliere,14030769,93.09
Jessie Mayville,14030930,70.33
Jason Burnham,14031079,45.03
Kelli Newkirk,14031145,64.53
Carey Aulabaugh,14031415,36.52
Lyman Allegra,14031535,37.46
Jeffry Ryner,14031581,97.86
Jerry Flanagan,14031617,73.22
Geraldine Schleicher,14031699,59.39
Kelly Cheatam,14032266,41.14
Christine King,14032396,97.8
Edward Labrie,14032618,54.88
Rico Endreson,14032653,18.18
Claudia Helm,14032681,96.77
Kenneth Islas,14032967,14.05
Stanley Doggett,14033084,89.05
Lucille Ashcraft,14033137,39.31
Meda Derwitsch,14033215,32.07
Dorothea Cloyd,14033402,44.0
Robbie Emmerling,14033772,33.22
Chandra Trowell,14033833,66.55
Natasha Scribner,14033977,7.29
Curtis Fiore,14034210,32.46
Tania Jovel,14034251,27.22
Brian Saylor,14034324,64.65
Georgia Penton,14034501,80.31
Larry Bloodworth,14034601,20.15
Rosetta Bagnell,14034615,78.72
Bruce Pegram,14034654,34.52
Christian Kerstetter,14034849,69.53
Deangelo Parinas,14034868,90.08
Luis Hofmann,14034970,16.82
Samuel Bartley,14035065,37.16
Eric Barboza,14035121,21.34
Bobby Edson,14035190,76.0
Geraldine Flora,14035222,62.78
Della Condon,14035428,58.68
Jimmy Trotter,14035550,16.8
Jeff Meacham,14035594,58.55
Kareem Menist,14035785,95.79
Lawrence Thomason,14035815,11.9
Travis Penland,14036046,61.94
Sarah Donaldson,14036286,58.5
Gregory Hewitt,14036297,86.7
Erika Hicks,14036794,80.09
Lyman Kapps,14036966,47.84
Rossie Veeneman,14036998,84.58
Kathrin Ormes,14037228,88.32
Victor Therrien,14037385,93.72
Lan Buege,14037491,77.84
Nathalie Kohnen,14037755,83.03
Dominick Barsch,14037869,47.09
Ethel Krantz,14037975,75.38
Guy Gonsoulin,14037990,85.49
Van Charlette,14038001,4.52
Eugene Singh,14038174,10.9
Stan Salizar,14038183,33.09
April Urrea,14038609,57.77
Juan Dorr,14038625,85.71
Tony Brenneman,14038655,7.61
Tressa Babitsch,14038991,64.48
Nancee Puller,14039028,75.99
Cody Clogston,14039428,55.51
Kendrick Romesburg,14039530,65.39
Tania Silvernail,14039577,79.56
Jillian Mcdougle,14039634,58.05
Thomas Rawlins,14039873,86.14
Loni Buchheim,14039881,27.15
Sara Searcy,14039921,24.37
Adrienne Savoy,14040338,53.62
Kathrin Hallin,14040482,22.42
Emmett Colgate,14040929,24.56
Norman Link,14041028,17.25
Carl Settles,14041042,65.24
Donald Beech,14041379,77.69
Wilfred Mourning,14041478,11.78
Tina Haugen,14041588,8.2
Drew Hedrington,14041990,75.82
Shane Haddad,14042117,39.24
Carlos Dobbins,14042168,41.03
Heidi Mcadoo,14042201,99.81
Katrina Buchholz,14042591,1.64
Aaron Chisolm,14042694,57.1
Veola Zubke,14042871,23.14
Harriett Curatolo,14043005,38.81
Eric Parenteau,14043020,87.56
Craig Bulter,14043188,39.56
Nicolas Sagredo,14043240,6.28
Susan Roby,14043379,40.65
Clara Bender,14043401,7.34
Linda Turk,14043484,79.65
Tonya Hammon,14043742,50.01
Liza Mcquillan,14043792,49.1
Ewa Newey,14043864,13.4
Karina Cartee,14043927,28.13
Ria Riccelli,14044002,59.14
Apryl Borello,14044199,65.56
Bruce Dailey,14044277,85.41
Jim Sakamoto,14044626,39.09
Earl Jablonski,14044777,63.12
Henry Eng,14045019,80.26
Martin Morrissey,14045074,84.04
Brian Hendry,14045159,79.89
Mike Talavera,14045327,15.17
Belinda Aranda,14045374,38.65
Terry Unruh,14045405,12.8
Olga Cimino,14045941,72.66
Cathy Hersey,14046275,91.9
Alanna Cerri,14046558,84.95
Reiko Ligas,14046641,43.03
Wanda Alvarez,14046706,4.24
Eugene Allred,14046761,18.63
Diana Schoen,14047164,84.29
Alma Craddock,14047217,41.13
Mark Tate,14047219,75.7
Patrick Schutz,14047408,55.71
Clarence Brunelle,14047445,38.0
Martin Mcswain,14047625,62.15
Evia Crowthers,14047651,54.14
Frank Acord,14047706,45.25
Stevie Davion,14047747,1.56
Lasonya Vanhoff,14047876,74.78
Iris Bunker,14047989,45.73
Greg Mckillop,14048094,9.33
Elisabeth Hardeman,14048471,79.48
Renata Mcsparren,14048546,46.51
Darryl Vallarta,14048608,93.51
Jasper Samia,14048632,31.01
Earnestine Stengel,14048850,51.33
Patrick Booker,14048942,56.14
Vera Humbert,14049120,88.41
Steve Bayne,14049171,40.59
Myrna Henn,14049301,73.71
Fidel Hargus,14049309,4.33
Herman Brunell,14049372,19.19
Lester Rehberg,14049474,57.09
Charisse Skibosh,14049577,58.23
Carlos Arrowood,14049616,6.77
Norberto Sporle,14049674,11.44
Kathryn Enriquez,14049835,58.61
Jesse Horn,14049862,48.63
Ozella Baldi,14049913,68.77
Donald Daly,14049951,11.17
Keith Hyder,14049958,37.1
Emilia Erikson,14050060,71.74
Ann Friedrich,14050086,20.84
Beth Nalley,14050110,45.44
Norma Getty,14050542,74.5
Todd Wetzel,14050587,29.63
Yong Kocka,14050746,90.41
Arlene Wellington,14050830,25.35
Samuel Helmick,14050840,55.83
Travis Mojica,14050901,85.03
Marguerite Mccabe,14051019,79.42
Caroline Ivie,14051037,73.3
Elois Vilanova,14051119,19.59
Ronald Guenther,14051721,54.37
Ralph Monahan,14052015,19.81
Max Levario,14052132,23.4
Tora Pinna,14052229,16.13
Lawrence Brewton,14052609,99.07
Louis Harden,14053416,89.94
Norman Caine,14053430,4.08
Myrtle Vanover,14053632,8.08
Jake Cartelli,14053835,85.55
Erwin Starrick,14053917,88.6
Brenton Garter,14053929,70.19
Latoya Kirkman,14054089,74.88
Kayla Chi,14054618,79.83
Erika Fuchs,14054714,82.21
Nathalie Remmel,14054717,14.96
Nanci Cechini,14055006,93.51
Monte Limage,14055100,86.03
Jeffery Bounds,14055188,8.01
Lillian Crampton,14055233,95.49
Suzanne Lohman,14055371,25.49
Janet Gay,14055423,29.5
Joseph Desimone,14055491,11.06
Sharon Gales,14055794,11.63
Victor Henry,14055815,77.91
Ok Tritch,14055897,70.23
Patty Rosenberg,14055916,69.38
Tony Barron,14055917,74.5
Marian Sealey,14055918,14.8
Jaye Datri,14055963,74.61
Bernardina Overbeek,14055982,77.02
Tashia Drenner,14055995,77.77
Theodore Grossman,14056002,81.96
Timothy Isom,14056073,56.63
Paul Corley,14056148,86.86
Genevieve Leroy,14056341,5.64
Lionel Fakhouri,14056644,8.31
Thad Mazella,14056718,60.19
Kara Vanhouten,14056732,34.29
Charles Wegner,14056869,63.0
Wanda Gurrola,14056870,28.21
Kevin Rodarte,14056914,69.06
Albert Hobby,14057042,8.81
Chad Tolliver,14057064,45.82
Mark Chase,14057175,80.18
Margarita Randall,14057287,92.2
Jason Hazlett,14057301,50.86
Stanley Paradis,14057423,42.77
Elizabeth Orton,14057878,28.5
Jodi Luevano,14058551,55.37
Pedro Dimartino,14058613,92.05
Latricia Halsell,14058703,16.64
Shirely Jund,14058751,96.78
Kristine Knotts,14059209,58.53
Hang Gillem,14059276,67.41
Brian Wyrick,14059504,65.0
Zachary Carruthers,14059651,88.58
Marlin Ventrone,14059672,95.57
Dennis Saldivar,14059692,76.17
Ramonita Bual,14059702,89.89
Clarence Hoggard,14059860,71.84
Ronald Urrutia,14059983,9.34
Johnny Turnbull,14060013,46.99
Mark Richmond,14060034,13.04
Gerald Whitesell,14060082,78.99
Beth Bryan,14060210,55.38
Allison Maciel,14060306,26.68
Marvin Maggio,14060365,90.51
Maurice Stilwell,14060382,39.86
Eunice Moorhead,14060412,20.83
Terry Doyon,14060432,3.46
Tiffaney Moretto,14060450,31.18
Catherine Catalano,14060594,73.94
Stan Kalahiki,14061015,57.05
Jessie Shirkey,14061072,48.48
Kevin Colin,14061257,25.06
Lyman Baghdasarian,14061560,35.35
Betty Chi,14061825,6.12
Harry Caffey,14061999,38.98
Kristine Levine,14062298,48.27
Fritz Rausin,14062393,60.57
Willian Harkenreader,14062582,26.44
Violet Eden,14062796,75.16
Albert Ballenger,14062975,71.53
Christa Monsour,14063076,56.51
Rosemary Latour,14063111,44.91
Iris Weinberg,14063320,29.53
Belinda Sinclair,14063365,20.96
Mickey Boche,14063498,56.09
Erica Nevels,14063773,10.06
Pedro Augustin,14063806,17.43
Delsie Rizzio,14063943,8.06
Colton Goldhahn,14064546,78.36
Arthur Mink,14064617,72.13
Dennis Mckellar,14064625,27.18
Danielle Gorham,14064689,8.7
Edward Tsosie,14064702,47.68
Robbie Legier,14064829,16.12
Bok Barbrick,14065117,75.17
Genevieve Mattos,14065353,15.22
Oleta Tyburski,14065570,2.56
Darren Blau,14065601,75.78
Petra Caraway,14065605,60.47
Lois Karl,14065712,32.54
Howard Shinn,14065756,76.4
Arthur Judd,14065841,78.75
Brant Norum,14066464,10.42
Juanita Lavelle,14066545,55.95
Luis Gumm,14066562,92.78
Sabina Corsaut,14066961,68.09
Chris Banker,14066979,57.65
Cindy Galicia,14067200,29.65
Jeffrey Stiltner,14067433,88.08
Lucy Ramer,14067463,72.95
Keith Frey,14067487,54.6
Pa Friedrichsen,14067619,46.92
Susie Mccurry,14067670,80.93
Buena Latella,14067678,77.38
Jamie Upson,14068001,33.72
Stephen Caswell,14068313,34.81
Brian Martindale,14068343,8.98
Kenneth Dantzler,14068348,93.86
Anna Marble,14068442,82.44
Louis Schreiber,14068525,38.54
Patrick Downing,14068840,45.01
Hans Andel,14069008,46.98
Van Mackell,14069014,73.26
Emmett Holmstead,14069094,71.05
Sheila Saunders,14069238,76.62
Bruce Freed,14069308,69.38
Laurence Nachman,14069338,66.82
Arnoldo Feyler,14069513,72.33
Hans Strattman,14070261,37.0
Gary Faison,14070268,82.58
Amy Wilson,14070379,91.88
Allan Coger,14070439,81.75
Yolanda Williamson,14070502,10.93
Jamie Sing,14070543,99.11
Judson Girillo,14070930,40.81
Juan Hartley,14070988,1.23
Fannie Tipton,14071192,32.02
Howard Demello,14071561,82.87
Wesley Duppstadt,14071575,6.18
Darius Fukumoto,14071767,100.0
Christoper Sisneroz,14072154,36.95
Yvette Stowe,14072296,42.3
Willie Hitt,14072592,54.71
Marianne Ruch,14072830,59.15
Lance Sandell,14073015,17.2
Reagan Kanipe,14073151,73.77
Jeffery Meissner,14073331,63.4
Evelyn Mcdonald,14073461,87.35
Harry Skeen,14073477,64.42
Robyn Ouellette,14073548,95.11
Maurita Weckhorst,14073646,57.68
Peter Lajoie,14073773,39.96
Vicky Donnelly,14073988,95.68
Larry Means,14074218,57.87
Jimmy Whalen,14074354,77.02
Mark Kuehn,14074460,16.17
Penny Huff,14074650,60.02
Nicholas Jamison,14074722,16.94
Fritz Theaker,14075029,43.26
Roger Flaherty,14075144,52.66
Lois Batson,14075431,58.67
Sharon Ochs,14075647,63.75
Kareem Pults,14076040,95.16
Bruce Harold,14076111,68.4
Kenneth Jaime,14076152,9.12
Sarah Waterman,14076265,84.05
Lucille Whiteley,14076403,96.83
Wes Grillette,14076414,37.38
Marica Drewett,14076808,50.56
Kenya Lauria,14076899,65.23
Raymond Magee,14077001,34.58
Librada Sessum,14077054,14.15
Blaine Langridge,14077125,30.58
Nannie Ottesen,14077167,66.32
Fred Molloy,14077385,38.72
Philip Beckham,14077536,9.53
Melinda Jeffrey,14077742,27.36
Stephen Delrosario,14077770,21.69
Krista Ballesteros,14077806,65.96
Mathew Goodenow,14077851,58.25
Peter Marston,14077975,35.55
Richard Emery,14078113,19.73
Belinda Labonte,14078195,70.82
Roger Cool,14078911,36.56
Kevin Pryor,14078991,26.19
Georgianna Nardella,14079031,59.82
Rasheeda Mahaffy,14079161,47.21
Wayne Donner,14079222,60.22
Emmett Mcaloon,14079251,33.29
Lucille Boss,14079347,40.57
Esther Lavin,14079810,77.0
Guy Loredo,14080040,50.44
Emilia Hausler,14080284,90.92
Clinton Sluder,14080414,12.63
Becki Norsen,14080418,65.67
Douglas Breault,14080543,60.98
Carl Campos,14081119,82.07
Max Kirkendall,14081176,55.49
Lawrence Baumgardner,14081224,24.27
Eryn Riff,14081390,97.45
Tim Daggett,14081407,51.65
Dan Lastrapes,14081609,97.8
Joni Shingleton,14082630,48.24
Wanda Harry,14082801,5.71
Donald Traynor,14082804,16.69
Edward Jeffries,14082904,87.14
Nancy Welker,14082957,92.46
Jodi Derosier,14082966,91.99
Tanisha Coppin,14082998,42.06
Jerry Blocker,14083432,42.75
Jacob Mojica,14083562,55.0
Grover Sweany,14083639,66.5
Sudie Demian,14083854,9.52
Gregory Kellam,14083925,11.03
Emerita Wolinski,14083969,62.63
Sean Bastian,14084088,12.75
Hans Kulesa,14084265,23.23
Kevin Hale,14084584,28.17
Asia Fausett,14084607,7.16
Kurt Gayler,14084797,37.43
Darryl Bachicha,14084818,20.54
Judy Renfroe,14084835,44.73
Debbie Zorn,14085122,82.79
Ernest Allen,14085206,74.22
Ann Stowers,14085307,77.47
Heidi Parsley,14085366,39.13
Jonathan Wimmer,14085508,99.63
Theda Evanson,14085526,96.37
Anthony Demarco,14085617,73.72
Danielle Blakeney,14085697,18.93
Anthony Mccormick,14085843,18.98
Michael Collado,14086431,94.51
Nicole Ellingson,14086807,6.03
Marsha Quick,14086907,60.69
Patrick Catlin,14087042,72.13
Fred Pitt,14087143,36.08
Timothy Burkhalter,14087339,84.28
August Galeazzi,14087667,0.96
Kelli Schulze,14087951,91.61
Sheila Thompson,14088194,86.63
Lilia Rojero,14088223,97.43
Milagros Harbuck,14088404,54.11
Kristine Clancy,14088460,1.28
Khalilah Dittrick,14088484,96.89
Gary Fleury,14088752,40.78
Jo Worthington,14089010,61.79
Walter Ream,14089145,39.99
Viola Conlin,14089185,50.21
Benjamin Marcus,14089283,53.97
Edward Crumley,14089419,22.18
Eleanor Fontenot,14089441,12.04
Yvonne Mickens,14089523,73.06
Megan Hecht,14089740,0.33
Felicia Hans,14090122,97.28
Chase Sturkey,14090145,14.13
Kelly Satter,14090154,98.72
Walter Brodie,14090174,60.47
Jonathan Laws,14090221,59.25
Freeman Sarli,14090342,7.64
Timothy Markel,14090469,68.75
Annamarie Brayley,14090752,53.55
Olivia Morse,14090874,90.72
Kurt Alongi,14090920,9.07
Ruby Capps,14090955,92.35
Nathan Knowlton,14091285,49.54
Marjorie Dangerfield,14091314,31.83
Darryl Ahl,14091317,7.94
Michele Ford,14091834,86.82
Jody Virgilio,14092078,63.69
Elva Kugler,14092658,26.97
Carl Manners,14092849,89.49
Sean Schubert,14092899,13.35
Kimberley Roseman,14093254,63.29
Tia Chatterton,14093440,49.81
Rose Hinson,14093667,78.21
Jessie Leandro,14094113,69.96
Richard Hovey,14094243,11.93
Ernie Dyas,14094278,51.94
Eugene Dyer,14094808,96.04
Katherine Martens,14094877,69.73
Janice Levinson,14094927,71.0
Christopher Runyan,14094945,24.59
Bobby Doering,14094958,57.7
Susie Haley,14094985,29.6
Nita Cabana,14095062,57.06
Bernardine Shawley,14095181,51.27
Eugene Leeper,14095295,71.81
Gertude Pilapil,14095448,34.14
Carol Floer,14095449,6.59
Deanna Simonton,14095465,79.84
Mike Cervantes,14095477,53.25
Matthew Lapointe,14095508,76.77
Daisy Palladino,14095763,37.45
Amie Bromberg,14096237,56.73
Cecile Hennis,14096317,30.98
Esmeralda Husk,14096586,46.07
Sonya Burger,14097145,6.33
Candace Scanlon,14097289,60.08
Margie Jenkins,14097424,31.84
Fern Fulmore,14097630,33.89
Deborah Morley,14097842,94.88
Dena Staff,14098002,59.95
Carmella Sabb,14098006,82.75
Vernon Down,14098057,72.22
Cliff Alagna,14098166,6.53
Crystal Drew,14098219,72.19
Reuben Meckes,14098320,85.94
Edyth Mallick,14098540,74.85
Craig Cowan,14098821,42.02
Bulah Eison,14098953,73.12
Orville Voeller,14099005,57.02
Dane Delaguardia,14099112,66.26
Craig Granger,14099500,41.22
Pearlie Granata,14099596,59.62
Vernon Moultrie,14099858,64.37
Chelsie Szczepanek,14099971,72.57
Nathan Crouch,14099997,44.79
Johna Wangberg,14100001,72.81
Roman Mercadante,14100147,95.05
Russell Plumley,14100618,39.56
Adrienne Hutchison,14100757,8.68
Viola Decoteau,14100972,94.09
Roxanne Marte,14100978,28.87
Scott Erickson,14101072,11.79
Eileen Fischer,14101108,29.49
Jo Anthony,14101136,25.22
Raymond Plourde,14101800,85.21
Beth Bernier,14102088,12.09
Kayla Landreth,14102285,33.5
Shane Dare,14102322,59.41
Daniel Bingham,14102364,30.06
John Purcell,14102370,56.26
Patrick Bahena,14102394,43.46
Marjorie Bybee,14102548,59.9
Fernando Lena,14102584,29.03
Faustino Schuppert,14102669,60.39
Frank Rios,14102705,19.82
Kristy Crowe,14102706,90.83
Walter Towns,14102770,92.68
Hannah Alfano,14102990,91.49
Timothy Handy,14102998,95.62
Jessie Landen,14103000,77.06
Luis Kovacs,14103032,52.96
Mittie Tucek,14103115,13.04
Elijah Woods,14103198,24.11
Bobby Griffiths,14103345,45.26
Lola Kohn,14103747,98.82
Jeremy Larue,14103764,59.47
Brittany Riley,14103846,66.7
Shelia Simoneau,14103895,39.3
Dorcas Danial,14103976,54.08
Dennis Solorio,14104112,40.25
Todd Madewell,14104194,18.71
Larry Rooker,14104537,46.44
Benita Buterbaugh,14104563,28.06
Edith Acker,14104629,91.03
Dorothea Patch,14104667,86.94
Edward Burford,14104839,64.73
Joe Levasseur,14105045,80.11
Lawrence Hecker,14105071,99.05
Alice Hamann,14105277,57.73
Robyn Rosenblatt,14105298,11.34
April Batey,14105510,84.29
Lorrie Jeff,14105616,86.32
Harold Munger,14105754,13.91
Deon Rochkes,14105882,94.01
Ana Hannah,14106103,17.53
Antony Hawelu,14106135,12.08
Deon Falconio,14106266,72.86
Marcos Menaker,14106309,85.16
Steve Hix,14106491,60.68
Anna Toler,14106630,86.65
Julie Bauman,14106772,27.08
Danny Nickerson,14106795,93.53
Alfonzo Dornfeld,14106844,61.64
Royce Hemm,14106879,44.29
Ronald Geiger,14106881,22.52
Belen Floor,14106896,92.82
Jake Uehara,14106896,88.36
Hugh Hardegree,14106958,47.94
Robyn Elizondo,14107092,97.26
Randy Desai,14107264,7.32
Gregory Darby,14107390,18.09
Tamara Rabinowitz,14107491,37.61
Gary Burmeister,14107530,22.68
Corinne Kocsis,14107623,1.38
Keith Layfield,14107686,74.28
August Ringeisen,14107732,40.47
Norman Wingfield,14107823,74.29
Emely Bajwa,14108383,72.86
Philip Olander,14108514,99.12
Santos Debarr,14108658,42.42
Aaron Bouchard,14108806,98.55
Becky Zinn,14109191,80.34
Olin Nuchols,14109208,63.48
Tamara Hurd,14109297,73.39
Ricardo Maselli,14109497,31.16
Anthony Novak,14109503,52.36
Gordon Bross,14109509,64.07
Edward Bliss,14109534,18.33
Matthew Roman,14109718,77.28
Carlos Wellman,14109865,60.32
Argelia Divel,14110111,90.51
Gabriella Revak,14110473,55.14
Shelly Bickel,14110596,94.5
Candice Friday,14110615,52.87
Dianne Boring,14110759,79.89
Jonathan Sample,14111021,62.86
Roberto Durso,14111101,16.0
Dallas Raska,14111209,30.33
Jeff Board,14111280,43.91
Martin Dawes,14111404,98.8
Gloria Grim,14111776,96.92
Natasha Chaffin,14111820,75.67
Gerald Stallings,14111943,75.72
Kathleen Kittle,14112056,38.96
Howard Goines,14112303,86.7
Harry Flack,14112345,2.88
Craig Burbank,14112408,19.51
August Bazil,14112829,35.24
Kathleen Napolitano,14112843,28.21
Ethel Glidden,14113193,16.17
Katrina Trujillo,14113214,46.67
Janie Julius,14113323,99.0
Carmelia Meylor,14113548,10.91
Clinton Badilla,14113585,85.49
Thaddeus Gutherie,14113724,36.73
Shantel Petersheim,14113965,99.18
Fred Mccann,14114053,27.89
Henry Mullinax,14114085,4.79
Willie Greene,14114133,71.66
Anthony Deaver,14114262,31.92
Tommie Keske,14114468,87.98
Stanley Henry,14114592,39.62
Elsie Alanis,14114634,89.09
Felicia Moore,14114797,10.78
Patrick Beattie,14115170,33.55
Rodney Zimmermann,14115229,26.81
Kristopher Mclarney,14115398,81.98
Gary Shoop,14115546,85.97
Bobby Poling,14115805,41.21
Brenton Crosdale,14115838,13.23
Drew Fletes,14115891,47.64
Betty Kirkwood,14115907,81.84
Marlon Tomb,14116060,28.81
Russel Duchesneau,14116113,93.18
Marguerite Fix,14116334,52.16
Louvenia Krawitz,14116388,94.14
Molly Baxter,14116414,71.74
Patty Boles,14116481,46.36
Jerri Meares,14116558,94.39
Cherie Burkes,14116688,17.26
Sheryl Novak,14116727,78.74
Jacob Huth,14116824,59.49
Shelley Crist,14116928,92.32
Darnell Torok,14117042,3.89
Mathew Esperanza,14117118,85.3
Lula Desrosiers,14117403,44.63
Judith Schmid,14117544,67.07
Carolyn Jolley,14117544,9.09
Joe Slade,14117550,82.81
Valentin Dimitroff,14117665,10.63
Renata Quale,14117675,67.66
